@timestamp,@message
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/arm_elbow_arm_hand_left/max_effort: 0.5
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/arm_elbow_arm_hand_left/max_acceleration: 1
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/arm_elbow_arm_hand_left/has_velocity_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/arm_elbow_arm_hand_left/has_position_limits: False
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/arm_elbow_arm_hand_left/has_jerk_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/arm_elbow_arm_hand_left/has_effort_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/arm_elbow_arm_hand_left/has_acceleration_limits: True
2020-02-15 03:46:12.449, * /rover_ns/corner_rf_wheel_rf_controller/type: effort_controller...
2020-02-15 03:46:12.449, * /rover_ns/corner_rf_wheel_rf_controller/pid/p: 0.2
2020-02-15 03:46:12.449, * /rover_ns/corner_rf_wheel_rf_controller/pid/i: 0.05
2020-02-15 03:46:12.449, * /rover_ns/corner_rf_wheel_rf_controller/pid/d: 0
2020-02-15 03:46:12.449, * /rover_ns/corner_rf_wheel_rf_controller/joint: corner_rf_wheel_rf
2020-02-15 03:46:12.449, * /rover_ns/corner_rb_wheel_rb_controller/type: effort_controller...
2020-02-15 03:46:12.449, * /rover_ns/corner_rb_wheel_rb_controller/pid/p: 0.2
2020-02-15 03:46:12.449, * /rover_ns/corner_rb_wheel_rb_controller/pid/i: 0.05
2020-02-15 03:46:12.449, * /rover_ns/corner_rb_wheel_rb_controller/pid/d: 0
2020-02-15 03:46:12.449, * /rover_ns/corner_rb_wheel_rb_controller/joint: corner_rb_wheel_rb
2020-02-15 03:46:12.449, * /rover_ns/corner_lf_wheel_lf_controller/type: effort_controller...
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/bogie_left_wheel_lm/has_velocity_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/body_rocker_right/has_jerk_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/body_rocker_right/has_effort_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/body_rocker_right/has_acceleration_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/body_rocker_left/max_velocity: 100.0
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/body_rocker_left/max_jerk: 100.0
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/body_rocker_left/max_effort: 10
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/body_rocker_left/max_acceleration: 10
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/body_rocker_left/has_velocity_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/body_rocker_left/has_position_limits: False
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/body_rocker_left/has_jerk_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/body_rocker_left/has_effort_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/body_rocker_left/has_acceleration_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/body_arm_shoulder_1/max_velocity: 10.0
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/body_arm_shoulder_1/max_jerk: 10.0
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/body_arm_shoulder_1/max_effort: 0.5
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/body_arm_shoulder_1/max_acceleration: 1
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/body_arm_shoulder_1/has_velocity_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/body_arm_shoulder_1/has_position_limits: False
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/body_arm_shoulder_1/has_jerk_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/body_arm_shoulder_1/has_effort_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/body_arm_shoulder_1/has_acceleration_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/arm_shoulder_2_arm_elbow/max_velocity: 10.0
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/arm_shoulder_2_arm_elbow/max_jerk: 10.0
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/arm_shoulder_2_arm_elbow/max_effort: 0.5
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/arm_shoulder_2_arm_elbow/max_acceleration: 1
2020-02-15 03:46:12.449, * /rover_ns/bogie_left_wheel_lm_controller/type: effort_controller...
2020-02-15 03:46:12.449, * /rover_ns/bogie_left_wheel_lm_controller/pid/p: 0.2
2020-02-15 03:46:12.449, * /rover_ns/bogie_left_wheel_lm_controller/pid/i: 0.05
2020-02-15 03:46:12.449, * /rover_ns/bogie_left_wheel_lm_controller/pid/d: 0
2020-02-15 03:46:12.449, * /rover_ns/bogie_left_wheel_lm_controller/joint: bogie_left_wheel_lm
2020-02-15 03:46:12.449, * /rover_ns/bogie_left_corner_lf_controller/type: effort_controller...
2020-02-15 03:46:12.449, * /rover_ns/bogie_left_corner_lf_controller/pid/p: 1
2020-02-15 03:46:12.449, * /rover_ns/bogie_left_corner_lf_controller/pid/i: 1
2020-02-15 03:46:12.449, * /rover_ns/bogie_left_corner_lf_controller/pid/d: 1
2020-02-15 03:46:12.449, * /rover_ns/bogie_left_corner_lf_controller/joint: bogie_left_corner_lf
2020-02-15 03:46:12.449, * /rover_ns/body_rocker_right_controller/type: effort_controller...
2020-02-15 03:46:12.449, * /rover_ns/body_rocker_right_controller/pid/p: 100
2020-02-15 03:46:12.449, * /rover_ns/body_rocker_right_controller/pid/i: 0.1
2020-02-15 03:46:12.449, * /rover_ns/body_rocker_right_controller/pid/d: 10
2020-02-15 03:46:12.449, * /rover_ns/body_rocker_right_controller/joint: body_rocker_right
2020-02-15 03:46:12.449, * /rover_ns/body_rocker_left_controller/type: effort_controller...
2020-02-15 03:46:12.449, * /rover_ns/body_rocker_left_controller/pid/p: 100
2020-02-15 03:46:12.449, * /rover_ns/body_rocker_left_controller/pid/i: 0.1
2020-02-15 03:46:12.449, * /rover_ns/body_rocker_left_controller/pid/d: 10
2020-02-15 03:46:12.449, * /rover_ns/body_rocker_left_controller/joint: body_rocker_left
2020-02-15 03:46:12.449, * /rover_ns/body_arm_shoulder_1_controller/type: effort_controller...
2020-02-15 03:46:12.449, * /rover_ns/body_arm_shoulder_1_controller/pid/p: 1
2020-02-15 03:46:12.449, * /rover_ns/body_arm_shoulder_1_controller/pid/i: 1
2020-02-15 03:46:12.449, * /rover_ns/body_arm_shoulder_1_controller/pid/d: 1
2020-02-15 03:46:12.449, * /rover_ns/body_arm_shoulder_1_controller/joint: body_arm_shoulder_1
2020-02-15 03:46:12.449, * /rover_ns/arm_shoulder_2_arm_elbow_controller/type: effort_controller...
2020-02-15 03:46:12.449, * /rover_ns/arm_shoulder_2_arm_elbow_controller/pid/p: 1
2020-02-15 03:46:12.449, * /rover_ns/arm_shoulder_2_arm_elbow_controller/pid/i: 1
2020-02-15 03:46:12.449, * /rover_ns/arm_shoulder_2_arm_elbow_controller/pid/d: 1
2020-02-15 03:46:12.449, * /rover_ns/arm_shoulder_2_arm_elbow_controller/joint: arm_shoulder_2_ar...
2020-02-15 03:46:12.449, * /rover_ns/arm_shoulder_1_arm_shoulder_2_controller/type: effort_controller...
2020-02-15 03:46:12.449, * /rover_ns/arm_shoulder_1_arm_shoulder_2_controller/pid/p: 1
2020-02-15 03:46:12.449, * /rover_ns/arm_shoulder_1_arm_shoulder_2_controller/pid/i: 1
2020-02-15 03:46:12.449, * /rover_ns/corner_lf_wheel_lf_controller/pid/p: 0.2
2020-02-15 03:46:12.449, * /rover_ns/corner_lf_wheel_lf_controller/pid/i: 0.05
2020-02-15 03:46:12.449, * /rover_ns/corner_lf_wheel_lf_controller/pid/d: 0
2020-02-15 03:46:12.449, * /rover_ns/corner_lf_wheel_lf_controller/joint: corner_lf_wheel_lf
2020-02-15 03:46:12.449, * /rover_ns/corner_lb_wheel_lb_controller/type: effort_controller...
2020-02-15 03:46:12.449, * /rover_ns/corner_lb_wheel_lb_controller/pid/p: 0.2
2020-02-15 03:46:12.449, * /rover_ns/corner_lb_wheel_lb_controller/pid/i: 0.05
2020-02-15 03:46:12.449, * /rover_ns/corner_lb_wheel_lb_controller/pid/d: 0
2020-02-15 03:46:12.449, * /rover_ns/corner_lb_wheel_lb_controller/joint: corner_lb_wheel_lb
2020-02-15 03:46:12.449, * /rover_ns/bogie_right_wheel_rm_controller/type: effort_controller...
2020-02-15 03:46:12.449, * /rover_ns/bogie_right_wheel_rm_controller/pid/p: 0.2
2020-02-15 03:46:12.449, * /rover_ns/bogie_right_wheel_rm_controller/pid/i: 0.05
2020-02-15 03:46:12.449, * /rover_ns/bogie_right_wheel_rm_controller/pid/d: 0
2020-02-15 03:46:12.449, * /rover_ns/bogie_right_wheel_rm_controller/joint: bogie_right_wheel_rm
2020-02-15 03:46:12.449, * /rover_ns/bogie_right_corner_rf_controller/type: effort_controller...
2020-02-15 03:46:12.449, * /rover_ns/bogie_right_corner_rf_controller/pid/p: 1
2020-02-15 03:46:12.449, * /rover_ns/bogie_right_corner_rf_controller/pid/i: 1
2020-02-15 03:46:12.449, * /rover_ns/bogie_right_corner_rf_controller/pid/d: 1
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_left_corner_lb/has_effort_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_left_corner_lb/has_acceleration_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_left_bogie_left/max_velocity: 10.0
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_left_bogie_left/max_jerk: 10.0
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_left_bogie_left/max_effort: 0.5
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_left_bogie_left/max_acceleration: 1
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_left_bogie_left/has_velocity_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_left_bogie_left/has_position_limits: False
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_left_bogie_left/has_jerk_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_left_bogie_left/has_effort_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_left_bogie_left/has_acceleration_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_rf_wheel_rf/max_velocity: 10.0
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_rf_wheel_rf/max_jerk: 10.0
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_rf_wheel_rf/max_effort: 0.5
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_rf_wheel_rf/max_acceleration: 1
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_rf_wheel_rf/has_velocity_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_rf_wheel_rf/has_position_limits: False
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_rf_wheel_rf/has_jerk_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_rf_wheel_rf/has_effort_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_rf_wheel_rf/has_acceleration_limits: True
2020-02-15 03:46:12.449, * /rover_ns/bogie_right_corner_rf_controller/joint: bogie_right_corne...
2020-02-15 03:46:12.449, * /rover_ns/arm_shoulder_1_arm_shoulder_2_controller/pid/d: 1
2020-02-15 03:46:12.449, * /rover_ns/arm_shoulder_1_arm_shoulder_2_controller/joint: arm_shoulder_1_ar...
2020-02-15 03:46:12.449, * /rover_ns/arm_elbow_arm_hand_right_controller/type: effort_controller...
2020-02-15 03:46:12.449, * /rover_ns/arm_elbow_arm_hand_right_controller/pid/p: 0.05
2020-02-15 03:46:12.449, * /rover_ns/arm_elbow_arm_hand_right_controller/pid/i: 0.05
2020-02-15 03:46:12.449, * /rover_ns/arm_elbow_arm_hand_right_controller/pid/d: 0.0
2020-02-15 03:46:12.449, * /rover_ns/arm_elbow_arm_hand_right_controller/joint: arm_elbow_arm_han...
2020-02-15 03:46:12.449, * /rover_ns/arm_elbow_arm_hand_left_controller/type: effort_controller...
2020-02-15 03:46:12.449, * /rover_ns/arm_elbow_arm_hand_left_controller/pid/p: 0.05
2020-02-15 03:46:12.449, * /rover_ns/arm_elbow_arm_hand_left_controller/pid/i: 0.05
2020-02-15 03:46:12.449, * /rover_ns/arm_elbow_arm_hand_left_controller/pid/d: 0.0
2020-02-15 03:46:12.449, * /rover_ns/arm_elbow_arm_hand_left_controller/joint: arm_elbow_arm_han...
2020-02-15 03:46:12.449, * /rosversion: 1.14.3
2020-02-15 03:46:12.449, * /rosdistro: melodic
2020-02-15 03:46:12.449," * /robot_description: <?xml version=""1...."
2020-02-15 03:46:12.449, * /gazebo/enable_ros_network: True
2020-02-15 03:46:12.449,PARAMETERS
2020-02-15 03:46:12.449,========
2020-02-15 03:46:12.449,SUMMARY
2020-02-15 03:46:12.449,started roslaunch server http://169.254.1.3:46723/
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_rb_wheel_rb/max_velocity: 10.0
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_rb_wheel_rb/max_jerk: 10.0
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_rb_wheel_rb/max_effort: 0.5
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_rb_wheel_rb/max_acceleration: 1
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_rb_wheel_rb/has_velocity_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_rb_wheel_rb/has_position_limits: False
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_rb_wheel_rb/has_jerk_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_rb_wheel_rb/has_effort_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_rb_wheel_rb/has_acceleration_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_lf_wheel_lf/max_velocity: 10.0
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_lf_wheel_lf/max_jerk: 10.0
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_lf_wheel_lf/max_effort: 0.5
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_lf_wheel_lf/max_acceleration: 1
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_lf_wheel_lf/has_velocity_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_lf_wheel_lf/has_position_limits: False
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_lf_wheel_lf/has_jerk_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_lf_wheel_lf/has_effort_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_lf_wheel_lf/has_acceleration_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_lb_wheel_lb/max_velocity: 10.0
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_lb_wheel_lb/max_jerk: 10.0
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_lb_wheel_lb/max_effort: 0.5
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_lb_wheel_lb/max_acceleration: 1
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_lb_wheel_lb/has_velocity_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_lb_wheel_lb/has_position_limits: False
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_lb_wheel_lb/has_jerk_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_lb_wheel_lb/has_effort_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/corner_lb_wheel_lb/has_acceleration_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/bogie_right_wheel_rm/max_velocity: 10.0
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/bogie_right_wheel_rm/max_jerk: 10.0
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/bogie_right_wheel_rm/max_effort: 0.5
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/bogie_right_wheel_rm/max_acceleration: 1
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/bogie_right_wheel_rm/has_velocity_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/bogie_right_wheel_rm/has_position_limits: False
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/bogie_right_wheel_rm/has_jerk_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/bogie_right_wheel_rm/has_effort_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/bogie_right_wheel_rm/has_acceleration_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/bogie_right_corner_rf/max_velocity: 10.0
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/bogie_right_corner_rf/max_jerk: 10.0
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/bogie_right_corner_rf/max_effort: 0.5
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/bogie_right_corner_rf/max_acceleration: 1
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/bogie_right_corner_rf/has_velocity_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/bogie_right_corner_rf/has_position_limits: False
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/bogie_right_corner_rf/has_jerk_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/bogie_right_corner_rf/has_effort_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/bogie_right_corner_rf/has_acceleration_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/bogie_left_wheel_lm/max_velocity: 10.0
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/bogie_left_wheel_lm/max_jerk: 10.0
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/bogie_left_wheel_lm/max_effort: 0.5
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/bogie_left_wheel_lm/max_acceleration: 1
2020-02-15 03:46:12.449,process[message_to_tf-5]: started with pid [164]
2020-02-15 03:46:12.449,process[urdf_spawner-4]: started with pid [160]
2020-02-15 03:46:12.449,process[gazebo_gui-3]: started with pid [156]
2020-02-15 03:46:12.449,process[gazebo-2]: started with pid [154]
2020-02-15 03:46:12.449,started core service [/rosout]
2020-02-15 03:46:12.449,process[rosout-1]: started with pid [147]
2020-02-15 03:46:12.449,setting /run_id to b4b728da-4fa5-11ea-97ba-0242a9fe0103
2020-02-15 03:46:12.449,]2;/home/robomaker/workspace/applications/simulation-application/workspace/opt/built_workspace/mars/share/mars/launch/mars_full_sim.launch http://169.254.1.3:11311/
2020-02-15 03:46:12.449,ROS_MASTER_URI=http://169.254.1.3:11311/
2020-02-15 03:46:12.449,process[master]: started with pid [136]
2020-02-15 03:46:12.449,auto-starting new master
2020-02-15 03:46:12.449,    urdf_spawner (gazebo_ros/spawn_model)
2020-02-15 03:46:12.449,    robot_state_publisher (robot_state_publisher/robot_state_publisher)
2020-02-15 03:46:12.449,    motion (rover_description/motion)
2020-02-15 03:46:12.449,    message_to_tf (message_to_tf/message_to_tf)
2020-02-15 03:46:12.449,    gazebo_gui (gazebo_ros/gzclient)
2020-02-15 03:46:12.449,    gazebo (gazebo_ros/gzserver)
2020-02-15 03:46:12.449,    agent (mars/run_local_rl_agent.sh)
2020-02-15 03:46:12.449,  /
2020-02-15 03:46:12.449,    controller_spawner (controller_manager/spawner)
2020-02-15 03:46:12.449,  /rover_ns/
2020-02-15 03:46:12.449,NODES
2020-02-15 03:46:12.449, * /use_sim_time: True
2020-02-15 03:46:12.449, * /rover_ns/rocker_right_corner_rb_controller/type: effort_controller...
2020-02-15 03:46:12.449, * /rover_ns/rocker_right_corner_rb_controller/pid/p: 1
2020-02-15 03:46:12.449, * /rover_ns/rocker_right_corner_rb_controller/pid/i: 1
2020-02-15 03:46:12.449, * /rover_ns/rocker_right_corner_rb_controller/pid/d: 1
2020-02-15 03:46:12.449, * /rover_ns/rocker_right_corner_rb_controller/joint: rocker_right_corn...
2020-02-15 03:46:12.449, * /rover_ns/rocker_right_bogie_right_controller/type: effort_controller...
2020-02-15 03:46:12.449, * /rover_ns/rocker_right_bogie_right_controller/pid/p: 100
2020-02-15 03:46:12.449, * /rover_ns/rocker_right_bogie_right_controller/pid/i: 0.1
2020-02-15 03:46:12.449, * /rover_ns/rocker_right_bogie_right_controller/pid/d: 10
2020-02-15 03:46:12.449, * /rover_ns/rocker_right_bogie_right_controller/joint: rocker_right_bogi...
2020-02-15 03:46:12.449, * /rover_ns/rocker_left_corner_lb_controller/type: effort_controller...
2020-02-15 03:46:12.449, * /rover_ns/rocker_left_corner_lb_controller/pid/p: 1
2020-02-15 03:46:12.449, * /rover_ns/rocker_left_corner_lb_controller/pid/i: 1
2020-02-15 03:46:12.449, * /rover_ns/rocker_left_corner_lb_controller/pid/d: 1
2020-02-15 03:46:12.449, * /rover_ns/rocker_left_corner_lb_controller/joint: rocker_left_corne...
2020-02-15 03:46:12.449, * /rover_ns/rocker_left_bogie_left_controller/type: effort_controller...
2020-02-15 03:46:12.449, * /rover_ns/rocker_left_bogie_left_controller/pid/p: 100
2020-02-15 03:46:12.449, * /rover_ns/rocker_left_bogie_left_controller/pid/i: 0.1
2020-02-15 03:46:12.449, * /rover_ns/rocker_left_bogie_left_controller/pid/d: 10
2020-02-15 03:46:12.449, * /rover_ns/rocker_left_bogie_left_controller/joint: rocker_left_bogie...
2020-02-15 03:46:12.449, * /rover_ns/joint_state_controller/type: joint_state_contr...
2020-02-15 03:46:12.449, * /rover_ns/joint_state_controller/publish_rate: 50
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_right_corner_rb/max_velocity: 10.0
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_right_corner_rb/max_jerk: 10.0
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_right_corner_rb/max_effort: 0.5
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_right_corner_rb/max_acceleration: 1
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_right_corner_rb/has_velocity_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_right_corner_rb/has_position_limits: False
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_right_corner_rb/has_jerk_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_right_corner_rb/has_effort_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_right_corner_rb/has_acceleration_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_right_bogie_right/max_velocity: 10.0
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_right_bogie_right/max_jerk: 10.0
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_right_bogie_right/max_effort: 0.5
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_right_bogie_right/max_acceleration: 1
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_right_bogie_right/has_velocity_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_right_bogie_right/has_position_limits: False
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_right_bogie_right/has_jerk_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_right_bogie_right/has_effort_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_right_bogie_right/has_acceleration_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_left_corner_lb/max_velocity: 10.0
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_left_corner_lb/max_jerk: 10.0
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_left_corner_lb/max_effort: 0.5
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_left_corner_lb/max_acceleration: 1
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_left_corner_lb/has_velocity_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_left_corner_lb/has_position_limits: False
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/rocker_left_corner_lb/has_jerk_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/arm_shoulder_2_arm_elbow/has_velocity_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/arm_shoulder_2_arm_elbow/has_position_limits: False
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/arm_shoulder_2_arm_elbow/has_jerk_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/arm_shoulder_2_arm_elbow/has_effort_limits: True
2020-02-15 03:46:12.449, * /rover_ns/joint_limits/arm_shoulder_2_arm_elbow/has_acceleration_limits: True
